leaid,leaname,BLPPer,HSPPer,MFI,grade,Region,gapblk_ela,gaphsp_ela,gapblk_math,gaphsp_math,racepercent_ela
3703780,RANDOLPH COUNTY SCHOOLS,4.6,7,49607,4,5,0.54402596,0.88024795,0.65016645,0.47305295,0.96651345
3703780,RANDOLPH COUNTY SCHOOLS,4.6,7,49607,5,5,0.71944237,0.80354971,0.8667891,0.54632133,0.96620691
3703780,RANDOLPH COUNTY SCHOOLS,4.6,7,49607,6,5,0.45118612,0.50235629,0.70573658,0.43590686,0.96894848
3703780,RANDOLPH COUNTY SCHOOLS,4.6,7,49607,7,5,0.48744321,0.51270819,0.55212289,0.35782,0.98002851
3703780,RANDOLPH COUNTY SCHOOLS,4.6,7,49607,8,5,0.44595069,0.55442208,0.58769089,0.32876793,0.97184068
3703870,RICHMOND COUNTY SCHOOLS,30.5,4.3,35901,3,4,0.63260424,0.65610337,0.67500627,0.80213124,0.96689898
3703870,RICHMOND COUNTY SCHOOLS,30.5,4.3,35901,4,4,0.59613603,0.75611937,0.78819829,0.26435769,0.96545768
3703870,RICHMOND COUNTY SCHOOLS,30.5,4.3,35901,5,4,0.53641355,0.70230961,0.61589205,0.3447499,0.9855538
3703870,RICHMOND COUNTY SCHOOLS,30.5,4.3,35901,6,4,0.91102868,0.75577074,0.84665179,0.40703392,0.97745574
3703870,RICHMOND COUNTY SCHOOLS,30.5,4.3,35901,7,4,0.77878052,0.44797838,0.54668611,0.28858003,0.9776358
3703870,RICHMOND COUNTY SCHOOLS,30.5,4.3,35901,8,4,0.91447622,1.1062688,0.78851032,0.8242662,0.97695035
3703900,ROANOKE RAPIDS CITY SCHOOLS,22,1.9,50759,3,1,0.75791609,,0.65157568,,0.97478992
3703900,ROANOKE RAPIDS CITY SCHOOLS,22,1.9,50759,4,1,0.86595923,,0.61083788,,0.9956522
3703900,ROANOKE RAPIDS CITY SCHOOLS,22,1.9,50759,5,1,0.81188285,,0.8853175,,0.97321427
3703900,ROANOKE RAPIDS CITY SCHOOLS,22,1.9,50759,6,1,0.94749498,,1.1142458,,0.98850572
3703900,ROANOKE RAPIDS CITY SCHOOLS,22,1.9,50759,7,1,0.42130354,,0.74685687,,0.97905761
3703900,ROANOKE RAPIDS CITY SCHOOLS,22,1.9,50759,8,1,0.99741894,,0.66435033,,1
3703930,ROBESON COUNTY SCHOOLS,23.8,8.1,35002,3,4,0.66928476,0.51678121,0.6286931,0.33092228,0.97902095
3703930,ROBESON COUNTY SCHOOLS,23.8,8.1,35002,4,4,0.85542387,0.61530054,0.89221853,0.38681749,0.97695607
3703930,ROBESON COUNTY SCHOOLS,23.8,8.1,35002,5,4,0.59110433,0.62470448,0.59658927,0.36560225,0.9740845
3703930,ROBESON COUNTY SCHOOLS,23.8,8.1,35002,6,4,0.62838578,0.66381568,0.75738907,0.53985119,0.97637796
3703930,ROBESON COUNTY SCHOOLS,23.8,8.1,35002,7,4,0.65915215,0.57670677,0.52806717,0.28619984,0.97616279
3703930,ROBESON COUNTY SCHOOLS,23.8,8.1,35002,8,4,0.61283606,0.49020064,0.32992938,0.071191579,0.9834286
3703990,ROCKINGHAM COUNTY SCHOOLS,18.8,4.9,47199,3,5,0.46160075,0.56973445,0.58206636,0.30907625,0.92411143
3703990,ROCKINGHAM COUNTY SCHOOLS,18.8,4.9,47199,4,5,0.47781509,0.46173844,0.49069664,0.35864589,0.95150959
3703990,ROCKINGHAM COUNTY SCHOOLS,18.8,4.9,47199,5,5,0.45934758,0.57710814,0.57940769,0.18646169,0.95278567
3703990,ROCKINGHAM COUNTY SCHOOLS,18.8,4.9,47199,6,5,0.42849907,0.13673753,0.6405378,0.1706087,0.96175373
3703990,ROCKINGHAM COUNTY SCHOOLS,18.8,4.9,47199,7,5,0.60762274,0.55707604,0.60243499,0.56918967,0.96375465
3703990,ROCKINGHAM COUNTY SCHOOLS,18.8,4.9,47199,8,5,0.5897339,0.29469904,0.49917898,0.14581822,0.97309417
3704050,ROWAN-SALISBURY SCHOOLS,15.3,5.4,54329,3,6,0.8736589,1.0001327,1.0162823,0.72114682,0.95997536
3704050,ROWAN-SALISBURY SCHOOLS,15.3,5.4,54329,4,6,0.62924433,0.3594698,0.77121645,0.24793592,0.95733333
3704050,ROWAN-SALISBURY SCHOOLS,15.3,5.4,54329,5,6,0.79298294,0.68400222,0.94065535,0.51069981,0.96515244
3704050,ROWAN-SALISBURY SCHOOLS,15.3,5.4,54329,6,6,0.82676393,0.82592463,0.78210741,0.68590111,0.96390122
3704050,ROWAN-SALISBURY SCHOOLS,15.3,5.4,54329,7,6,0.75327122,0.5826326,0.85403782,0.56623816,0.97277558
3704050,ROWAN-SALISBURY SCHOOLS,15.3,5.4,54329,8,6,0.74465644,0.73724806,0.9081735,0.66904312,0.96602267
3704080,RUTHERFORD COUNTY SCHOOLS,10.8,2.3,44026,3,8,0.86584252,0.44214943,1.0251478,0.14777,0.96560508
3704080,RUTHERFORD COUNTY SCHOOLS,10.8,2.3,44026,4,8,0.45033717,0.34764266,0.63657731,0.25058165,0.96460176
3704080,RUTHERFORD COUNTY SCHOOLS,10.8,2.3,44026,5,8,0.43294612,0.40912104,0.46748534,0.30232584,0.96950448
3704080,RUTHERFORD COUNTY SCHOOLS,10.8,2.3,44026,6,8,0.68985331,0.47733709,0.73980981,0.23645534,0.96594006
3704080,RUTHERFORD COUNTY SCHOOLS,10.8,2.3,44026,7,8,0.69389123,0.55885929,0.56924176,0.45255655,0.97474748
3704080,RUTHERFORD COUNTY SCHOOLS,10.8,2.3,44026,8,8,0.80550915,0.50097412,0.56523532,-0.086015902,0.96973366
3704140,SAMPSON COUNTY SCHOOLS,25.8,15.9,44414,3,4,0.5766468,0.63599581,0.72635913,0.4105964,0.97210598
3704140,SAMPSON COUNTY SCHOOLS,25.8,15.9,44414,4,4,0.74003541,0.51631707,0.98676926,0.40259695,0.97268587
3704140,SAMPSON COUNTY SCHOOLS,25.8,15.9,44414,5,4,0.56852889,0.54007167,0.79963261,0.18461941,0.96845424
3704140,SAMPSON COUNTY SCHOOLS,25.8,15.9,44414,6,4,0.60368204,0.53181666,0.68340468,0.36602768,0.9818781
3704140,SAMPSON COUNTY SCHOOLS,25.8,15.9,44414,7,4,0.78515279,0.68584669,0.78267139,0.49289459,0.9879154
3704140,SAMPSON COUNTY SCHOOLS,25.8,15.9,44414,8,4,0.75418532,0.77445602,0.63658577,0.64441705,0.98217177
3704200,SCOTLAND COUNTY SCHOOLS,38,1.4,38761,3,4,0.67457253,,0.48974076,,0.9849906
3704200,SCOTLAND COUNTY SCHOOLS,38,1.4,38761,4,4,0.81187761,,0.68299925,,0.98767966
3704200,SCOTLAND COUNTY SCHOOLS,38,1.4,38761,5,4,0.79812843,,0.88281655,,0.97614312
3704200,SCOTLAND COUNTY SCHOOLS,38,1.4,38761,6,4,0.64536774,,0.78637862,,0.976834
3704200,SCOTLAND COUNTY SCHOOLS,38,1.4,38761,7,4,0.72193211,,0.76070523,,0.9878788
3704200,SCOTLAND COUNTY SCHOOLS,38,1.4,38761,8,4,0.77112854,,0.65834773,,0.98051947
3704320,STANLY COUNTY SCHOOLS,11.3,3.3,55120,3,6,0.77590901,0.69583809,0.91988009,0.77724558,0.96541351
3704320,STANLY COUNTY SCHOOLS,11.3,3.3,55120,4,6,0.71145225,0.78091103,0.61395127,0.43232089,0.97028232
3704320,STANLY COUNTY SCHOOLS,11.3,3.3,55120,5,6,0.47201458,0.79271096,0.69344592,0.58253402,0.97304583
3704320,STANLY COUNTY SCHOOLS,11.3,3.3,55120,6,6,0.91807288,0.70073611,1.0328344,0.53211337,0.97603834
3704320,STANLY COUNTY SCHOOLS,11.3,3.3,55120,7,6,0.68834871,0.43515852,0.72099572,0.04594766,0.9756757
3704320,STANLY COUNTY SCHOOLS,11.3,3.3,55120,8,6,1.038785,0.71602607,0.7681129,0.76915097,0.97674417
3704380,STOKES COUNTY SCHOOLS,4.9,2.4,48716,5,5,1.1841593,,0.9964866,,0.97042513
3704380,STOKES COUNTY SCHOOLS,4.9,2.4,48716,7,5,0.78875595,,,,0.9742173
3704380,STOKES COUNTY SCHOOLS,4.9,2.4,48716,8,5,0.60088015,,0.43356115,,0.98625427
3704410,SURRY COUNTY SCHOOLS,3,9.1,45431,3,5,,0.54310274,,0.26650468,0.95955372
3704410,SURRY COUNTY SCHOOLS,3,9.1,45431,4,5,,0.60364127,,0.23153037,0.96470588
3704410,SURRY COUNTY SCHOOLS,3,9.1,45431,5,5,,0.65159452,,0.38556516,0.97800589
3704410,SURRY COUNTY SCHOOLS,3,9.1,45431,6,5,,0.53529239,,0.15516979,0.97485209
3704410,SURRY COUNTY SCHOOLS,3,9.1,45431,7,5,0.81481707,0.31289655,0.47279352,0.2026726,0.96671951
3704410,SURRY COUNTY SCHOOLS,3,9.1,45431,8,5,,0.49909699,,-0.088821888,0.97812498
3704500,THOMASVILLE CITY SCHOOLS,20.9,13.1,38903,3,5,0.58680117,0.28803736,0.91302806,0.65754575,0.93000001
3704500,THOMASVILLE CITY SCHOOLS,20.9,13.1,38903,4,5,0.46781373,0.15546685,0.58136415,0.036926232,0.8974359
3704500,THOMASVILLE CITY SCHOOLS,20.9,13.1,38903,5,5,0.50434619,0.45265263,0.51523197,-0.03840027,0.9626168
3704500,THOMASVILLE CITY SCHOOLS,20.9,13.1,38903,6,5,0.38797954,0.2159934,0.58662629,0.24992546,0.93867922
3704500,THOMASVILLE CITY SCHOOLS,20.9,13.1,38903,7,5,0.62697619,0.26995036,0.40710053,0.37279671,0.90445858
3704500,THOMASVILLE CITY SCHOOLS,20.9,13.1,38903,8,5,0.4011465,0.045570791,0.24733147,-0.27337423,0.94021738
3704530,TRANSYLVANIA COUNTY SCHOOLS,5,1.4,52741,4,8,0.85651165,,0.88720191,,0.92619926
3704530,TRANSYLVANIA COUNTY SCHOOLS,5,1.4,52741,7,8,0.39022398,,0.21311435,,0.95222932
3704620,UNION COUNTY PUBLIC SCHOOLS,12,9.6,67732,3,6,0.84994006,0.93378663,0.89349002,0.72117358,0.96551722
3704620,UNION COUNTY PUBLIC SCHOOLS,12,9.6,67732,4,6,0.82496583,1.0739349,0.96600443,0.88276988,0.97301692
3704620,UNION COUNTY PUBLIC SCHOOLS,12,9.6,67732,5,6,1.0272949,0.80514127,0.97401804,0.66351557,0.97082227
3704620,UNION COUNTY PUBLIC SCHOOLS,12,9.6,67732,6,6,0.87292963,0.85673225,0.91915953,0.6954478,0.97373807
3704620,UNION COUNTY PUBLIC SCHOOLS,12,9.6,67732,7,6,0.95011199,0.83188689,0.86636275,0.60621196,0.97614181
3704620,UNION COUNTY PUBLIC SCHOOLS,12,9.6,67732,8,6,1.1756796,0.84338272,1.0805632,0.69107223,0.97487956
3704650,VANCE COUNTY SCHOOLS,48.4,6.3,40006,3,3,0.59552717,0.70640665,0.72469306,0.55865502,0.97432023
3704650,VANCE COUNTY SCHOOLS,48.4,6.3,40006,4,3,0.66299838,0.82583803,0.85638845,0.52947325,0.98222941
3704650,VANCE COUNTY SCHOOLS,48.4,6.3,40006,5,3,0.62297088,0.65979826,0.70223868,0.53663164,0.97074008
3704650,VANCE COUNTY SCHOOLS,48.4,6.3,40006,6,3,0.67405486,0.43633792,0.70093602,0.24820843,0.97936213
3704650,VANCE COUNTY SCHOOLS,48.4,6.3,40006,7,3,0.59705085,0.42583221,0.45642018,0.20395705,0.9856115
3704650,VANCE COUNTY SCHOOLS,48.4,6.3,40006,8,3,0.81078714,0.46826547,0.75759608,0.49081659,0.99295777
3704720,WAKE COUNTY SCHOOLS,20,8.3,81536,3,3,1.1550273,1.2243245,1.2024084,1.0258391,0.94817609
3704720,WAKE COUNTY SCHOOLS,20,8.3,81536,4,3,1.1603192,1.1760521,1.2371147,1.0360353,0.94983763
3704720,WAKE COUNTY SCHOOLS,20,8.3,81536,5,3,1.1519673,1.1044725,1.1026123,0.93499517,0.95160103
3704720,WAKE COUNTY SCHOOLS,20,8.3,81536,6,3,1.0987214,1.0778871,1.2380395,1.0215057,0.95757633
3704720,WAKE COUNTY SCHOOLS,20,8.3,81536,7,3,1.1320757,1.0861509,1.22376,0.96754843,0.95444769
3704720,WAKE COUNTY SCHOOLS,20,8.3,81536,8,3,1.1983976,1.144226,1.2232872,1.0348068,0.96037662
3704740,WARREN COUNTY SCHOOLS,52.3,2.7,37118,3,3,0.28946352,,0.35740361,,0.93717277
3704740,WARREN COUNTY SCHOOLS,52.3,2.7,37118,4,3,1.1110355,,0.77074283,,0.9852941
3704740,WARREN COUNTY SCHOOLS,52.3,2.7,37118,5,3,0.52931583,,0.93050933,,0.97267759
3704740,WARREN COUNTY SCHOOLS,52.3,2.7,37118,6,3,-0.056406446,,0.23408911,,0.96739131
3704740,WARREN COUNTY SCHOOLS,52.3,2.7,37118,7,3,1.2168067,,0.9666934,,0.96907216
3704740,WARREN COUNTY SCHOOLS,52.3,2.7,37118,8,3,0.5698806,,0.34007242,,0.969697
3704800,WASHINGTON COUNTY SCHOOLS,49.8,3.6,44497,3,1,0.95461273,,1.0116762,,0.99354839
3704800,WASHINGTON COUNTY SCHOOLS,49.8,3.6,44497,4,1,0.69796455,,0.66895491,,0.98425198
3704800,WASHINGTON COUNTY SCHOOLS,49.8,3.6,44497,5,1,0.91998357,,0.731466,,0.99270076
3704800,WASHINGTON COUNTY SCHOOLS,49.8,3.6,44497,6,1,1.0438722,,0.64618433,,0.96913582
3704800,WASHINGTON COUNTY SCHOOLS,49.8,3.6,44497,7,1,0.54331613,,0.37373796,,0.98051947
3704800,WASHINGTON COUNTY SCHOOLS,49.8,3.6,44497,8,1,1.0673381,,1.2044984,,0.97183096
3704880,WAYNE COUNTY PUBLIC SCHOOLS,31.9,6.9,47924,3,2,0.66126668,0.7150771,0.70613056,0.51476121,0.95244217
3704880,WAYNE COUNTY PUBLIC SCHOOLS,31.9,6.9,47924,4,2,0.66651762,0.50056064,0.74635619,0.29615399,0.95215946
3704880,WAYNE COUNTY PUBLIC SCHOOLS,31.9,6.9,47924,5,2,0.59552121,0.59482557,0.65637952,0.34920934,0.95769763
3704880,WAYNE COUNTY PUBLIC SCHOOLS,31.9,6.9,47924,6,2,0.72335857,0.65871525,0.80725086,0.55171037,0.96267051
3704880,WAYNE COUNTY PUBLIC SCHOOLS,31.9,6.9,47924,7,2,0.72391784,0.54595357,0.67908955,0.3900589,0.95962507
3704880,WAYNE COUNTY PUBLIC SCHOOLS,31.9,6.9,47924,8,2,0.48882487,0.50566548,0.57510126,0.25838697,0.96914035
3704920,WHITEVILLE CITY SCHOOLS,35.6,2,47284,3,4,0.75281447,,0.90277267,,0.93896711
3704920,WHITEVILLE CITY SCHOOLS,35.6,2,47284,4,4,0.47818679,,0.7556302,,0.94897962
3704920,WHITEVILLE CITY SCHOOLS,35.6,2,47284,5,4,1.0879278,,0.71017611,,0.94972068
3704920,WHITEVILLE CITY SCHOOLS,35.6,2,47284,6,4,0.82383853,,0.74035168,,0.95939088
3704920,WHITEVILLE CITY SCHOOLS,35.6,2,47284,7,4,0.95130849,,1.198312,,0.97267759
3704920,WHITEVILLE CITY SCHOOLS,35.6,2,47284,8,4,1.028576,,1.0545064,,0.96590906
3704950,WILKES COUNTY SCHOOLS,4,5.2,44363,3,7,0.71129334,0.51634854,0.48300692,0.38324463,0.96746987
3704950,WILKES COUNTY SCHOOLS,4,5.2,44363,4,7,0.51885402,0.65398461,0.64329576,0.53346682,0.96080911
3704950,WILKES COUNTY SCHOOLS,4,5.2,44363,5,7,0.13601099,0.66533923,0.56043398,0.63320762,0.96036988
3704950,WILKES COUNTY SCHOOLS,4,5.2,44363,6,7,0.58084315,0.56919187,0.51951492,0.40307587,0.97351831
3704950,WILKES COUNTY SCHOOLS,4,5.2,44363,7,7,0.54935962,0.88113856,0.24394698,0.51029283,0.98143238
3704950,WILKES COUNTY SCHOOLS,4,5.2,44363,8,7,-0.010363538,0.46778357,0.18038782,0.10091245,0.98184174
3705020,WILSON COUNTY SCHOOLS,38.5,8.4,47943,3,3,0.86506349,0.78550076,0.90883452,0.61133885,0.98142987
3705020,WILSON COUNTY SCHOOLS,38.5,8.4,47943,4,3,1.0873802,0.91901439,1.1040534,0.58100408,0.97847533
3705020,WILSON COUNTY SCHOOLS,38.5,8.4,47943,5,3,0.9823162,0.85963374,1.1706345,0.70546186,0.98104268
3705020,WILSON COUNTY SCHOOLS,38.5,8.4,47943,6,3,0.92690581,0.60418802,1.231245,0.80005765,0.98078865
3705020,WILSON COUNTY SCHOOLS,38.5,8.4,47943,7,3,0.92372209,0.66589648,0.78825045,0.46771762,0.97835052
3705020,WILSON COUNTY SCHOOLS,38.5,8.4,47943,8,3,0.9497813,0.74180251,0.82616168,0.35430685,0.98380131
3705040,YADKIN COUNTY SCHOOLS,3.6,8.8,51380,3,5,,0.81280249,,0.69810575,0.96398306
3705040,YADKIN COUNTY SCHOOLS,3.6,8.8,51380,4,5,,0.43670371,,0.30657449,0.97863245
3705040,YADKIN COUNTY SCHOOLS,3.6,8.8,51380,5,5,,0.56202787,,0.54506528,0.96848738
3705040,YADKIN COUNTY SCHOOLS,3.6,8.8,51380,6,5,,0.6248402,,0.30689451,0.9722864
3705040,YADKIN COUNTY SCHOOLS,3.6,8.8,51380,7,5,,0.52291048,,0.29535085,0.98639458
